secret,turns,path
plead,4,salet(_yyy_) -> gnarl(__y_y) -> kipps(__y__) -> plead(ggggg)
pleat,3,salet(_yyyg) -> recap(_y_gy) -> pleat(ggggg)
plied,4,salet(__yg_) -> bevor(_y___) -> chink(__g__) -> plied(ggggg)
plier,4,salet(__yg_) -> bevor(_y__g) -> fixed(_y_g_) -> plier(ggggg)
pluck,3,salet(__y__) -> courd(y_g__) -> pluck(ggggg)
plumb,4,salet(__y__) -> courd(__g__) -> flung(_gg__) -> plumb(ggggg)
plume,4,salet(__yy_) -> doing(_____) -> clump(_gggy) -> plume(ggggg)
plump,5,salet(__y__) -> courd(__g__) -> flung(_gg__) -> plumb(gggg_) -> plump(ggggg)
plunk,4,salet(__y__) -> courd(__g__) -> flung(_ggg_) -> plunk(ggggg)
plush,3,salet(y_y__) -> forbs(____y) -> plush(ggggg)
poesy,3,salet(y__y_) -> rhone(__y_y) -> poesy(ggggg)
point,3,salet(____g) -> groin(__yyy) -> point(ggggg)
poise,3,salet(y__y_) -> rhone(__y_g) -> poise(ggggg)
poker,5,salet(___g_) -> rownd(yg___) -> chevy(__y__) -> joker(_gggg) -> poker(ggggg)
polar,4,salet(_yg__) -> allay(__gg_) -> molar(_gggg) -> polar(ggggg)
polka,3,salet(_yg__) -> allay(y_g__) -> polka(ggggg)
polyp,4,salet(__g__) -> fugly(___yy) -> nylon(_ygy_) -> polyp(ggggg)
pooch,3,salet(_____) -> courd(yg___) -> pooch(ggggg)
poppy,5,salet(_____) -> courd(_g___) -> boozy(_g__g) -> foggy(_g__g) -> poppy(ggggg)
porch,3,salet(_____) -> courd(yg_y_) -> porch(ggggg)
poser,3,salet(y__g_) -> mhorr(__y_g) -> poser(ggggg)
posit,3,salet(y___g) -> moria(_g_g_) -> posit(ggggg)
posse,4,salet(y__y_) -> rhone(__y_g) -> poise(gg_gg) -> posse(ggggg)
pouch,3,salet(_____) -> courd(ygg__) -> pouch(ggggg)
pound,4,salet(_____) -> courd(_gg_g) -> whump(__g_y) -> pound(ggggg)
pouty,4,salet(____y) -> north(_g_g_) -> motto(_g_g_) -> pouty(ggggg)
power,4,salet(___g_) -> rownd(ygg__) -> gumps(___y_) -> power(ggggg)
prank,4,salet(_y___) -> brond(_g_g_) -> crept(_g_y_) -> prank(ggggg)
prawn,4,salet(_y___) -> brond(_g_y_) -> grain(_gg_g) -> prawn(ggggg)
preen,5,salet(___g_) -> rownd(y__y_) -> finer(__ygy) -> green(_gggg) -> preen(ggggg)
press,4,salet(y__y_) -> rhone(y___y) -> douce(____y) -> press(ggggg)
price,4,salet(___y_) -> drone(_g__g) -> campi(y__yy) -> price(ggggg)
prick,3,salet(_____) -> courd(y__y_) -> prick(ggggg)
pride,4,salet(___y_) -> drone(yg__g) -> prude(gg_gg) -> pride(ggggg)
pried,4,salet(___g_) -> rownd(y___g) -> calif(___y_) -> pried(ggggg)
prime,4,salet(___y_) -> drone(_g__g) -> campi(__yyy) -> prime(ggggg)
primo,4,salet(_____) -> courd(_y_y_) -> gimpy(_yyy_) -> primo(ggggg)
print,3,salet(____g) -> groin(_g_yy) -> print(ggggg)
prior,4,salet(_____) -> courd(_y_y_) -> gimpy(_y_y_) -> prior(ggggg)
prism,3,salet(y____) -> mucho(y____) -> prism(ggggg)
privy,4,salet(_____) -> courd(___y_) -> boogy(____g) -> privy(ggggg)
prize,4,salet(___y_) -> drone(_g__g) -> campi(___yy) -> prize(ggggg)
probe,3,salet(___y_) -> drone(_gg_g) -> probe(ggggg)
prone,3,salet(___y_) -> drone(_gggg) -> prone(ggggg)
prong,4,salet(_____) -> courd(_y_y_) -> gimpy(y__y_) -> prong(ggggg)
proof,4,salet(_____) -> courd(_y_y_) -> gimpy(___y_) -> proof(ggggg)
prose,3,salet(y__y_) -> rhone(y_g_g) -> prose(ggggg)
proud,3,salet(_____) -> courd(_yyyg) -> proud(ggggg)
prove,4,salet(___y_) -> drone(_gg_g) -> probe(ggg_g) -> prove(ggggg)
prowl,4,salet(__y__) -> courd(_y_y_) -> growl(_gggg) -> prowl(ggggg)
proxy,4,salet(_____) -> courd(_y_y_) -> gimpy(___yg) -> proxy(ggggg)
prude,3,salet(___y_) -> drone(yg__g) -> prude(ggggg)
prune,4,salet(___y_) -> drone(_g_gg) -> brine(_g_gg) -> prune(ggggg)
psalm,3,salet(yyy__) -> hucks(____y) -> psalm(ggggg)
pubic,4,salet(_____) -> courd(y_y__) -> humpy(_g_y_) -> pubic(ggggg)
pudgy,4,salet(_____) -> courd(__y_y) -> dumpy(yg_yg) -> pudgy(ggggg)
puffy,4,salet(_____) -> courd(__y__) -> gimpy(___yg) -> puffy(ggggg)
pulpy,4,salet(__g__) -> fugly(_g_yg) -> bulky(_gg_g) -> pulpy(ggggg)
pulse,2,salet(y_gy_) -> pulse(ggggg)
punch,4,salet(_____) -> courd(y_y__) -> humpy(yg_y_) -> punch(ggggg)
pupal,4,salet(_yy__) -> corni(_____) -> amply(y_gy_) -> pupal(ggggg)
pupil,4,salet(__y__) -> courd(__y__) -> lumpy(yg_y_) -> pupil(ggggg)
puppy,4,salet(_____) -> courd(__y__) -> gimpy(___gg) -> puppy(ggggg)
puree,5,salet(___g_) -> rownd(y____) -> pubic(gg___) -> purer(gggg_) -> puree(ggggg)
purer,4,salet(___g_) -> rownd(y____) -> pubic(gg___) -> purer(ggggg)
purge,4,salet(___y_) -> drone(_y__g) -> rieve(y___g) -> purge(ggggg)
purse,4,salet(y__y_) -> rhone(y___g) -> curse(_gggg) -> purse(ggggg)
pushy,3,salet(y____) -> mucho(_g_g_) -> pushy(ggggg)
putty,4,salet(____y) -> north(___g_) -> biked(_____) -> putty(ggggg)
pygmy,4,salet(_____) -> courd(_____) -> nymph(_gyy_) -> pygmy(ggggg)
quack,4,salet(_y___) -> brond(_____) -> champ(y_g__) -> quack(ggggg)
quail,4,salet(_yy__) -> corni(____y) -> fraud(__gy_) -> quail(ggggg)
quake,4,salet(_y_y_) -> beard(_yg__) -> aking(yy___) -> quake(ggggg)
qualm,4,salet(_yy__) -> corni(_____) -> amply(yy_g_) -> qualm(ggggg)
quark,4,salet(_y___) -> brond(_y___) -> chair(__g_y) -> quark(ggggg)
quart,3,salet(_y__g) -> courd(__yg_) -> quart(ggggg)
quash,4,salet(yy___) -> crags(__g_y) -> awash(__ggg) -> quash(ggggg)
quasi,4,salet(yy___) -> crags(__g_y) -> awash(__gg_) -> quasi(ggggg)
queen,4,salet(___g_) -> rownd(___y_) -> gumps(_g___) -> queen(ggggg)
queer,4,salet(___g_) -> rownd(y____) -> pubic(_g___) -> queer(ggggg)
quell,4,salet(__yy_) -> doing(_____) -> clump(_yy__) -> quell(ggggg)
query,4,salet(___y_) -> drone(_y__y) -> murry(_g_gg) -> query(ggggg)
quest,3,salet(y__yg) -> quich(gg___) -> quest(ggggg)
queue,4,salet(___y_) -> drone(____g) -> coqui(__yg_) -> queue(ggggg)
quick,4,salet(_____) -> courd(y_y__) -> humpy(_g___) -> quick(ggggg)
quiet,3,salet(___gg) -> cerne(_y___) -> quiet(ggggg)
quill,4,salet(__y__) -> courd(__y__) -> lumpy(yg___) -> quill(ggggg)
quilt,4,salet(__y_g) -> flung(_yy__) -> built(_gggg) -> quilt(ggggg)
quirk,4,salet(_____) -> courd(__yg_) -> hurry(_g_g_) -> quirk(ggggg)
quite,4,salet(___yy) -> trite(__ggg) -> unite(y_ggg) -> quite(ggggg)
quota,3,salet(_y__y) -> conia(_y__g) -> quota(ggggg)
quote,4,salet(___yy) -> trite(___gg) -> chute(__ygg) -> quote(ggggg)
quoth,3,salet(____y) -> north(_y_gg) -> quoth(ggggg)
rabbi,4,salet(_g___) -> corny(__y__) -> rabid(gggy_) -> rabbi(ggggg)
rabid,3,salet(_g___) -> corny(__y__) -> rabid(ggggg)
racer,4,salet(_g_g_) -> gormy(__y__) -> caper(yg_gg) -> racer(ggggg)
radar,4,salet(_g___) -> corny(__y__) -> rabid(gg__y) -> radar(ggggg)
radii,4,salet(_g___) -> corny(__y__) -> rabid(gg_gy) -> radii(ggggg)
radio,4,salet(_g___) -> corny(_yy__) -> vezir(___gy) -> radio(ggggg)
rainy,3,salet(_g___) -> corny(__ygg) -> rainy(ggggg)
raise,3,salet(yg_y_) -> gumps(____y) -> raise(ggggg)
rajah,4,salet(_g___) -> corny(__y__) -> rabid(gg___) -> rajah(ggggg)
rally,2,salet(_gg__) -> rally(ggggg)
ralph,3,salet(_gg__) -> rally(ggg__) -> ralph(ggggg)
ramen,3,salet(_g_g_) -> gormy(__yy_) -> ramen(ggggg)
ranch,3,salet(_g___) -> corny(y_yy_) -> ranch(ggggg)
randy,3,salet(_g___) -> corny(__yyg) -> randy(ggggg)
range,3,salet(_g_y_) -> crumb(_y___) -> range(ggggg)
rapid,4,salet(_g___) -> corny(__y__) -> rabid(gg_gg) -> rapid(ggggg)
rarer,3,salet(_g_g_) -> gormy(__g__) -> rarer(ggggg)
raspy,3,salet(yg___) -> ramin(gg___) -> raspy(ggggg)
ratio,3,salet(_g__y) -> pubco(____g) -> ratio(ggggg)
ratty,4,salet(_g__y) -> pubco(_____) -> turnt(y_y_y) -> ratty(ggggg)
raven,4,salet(_g_g_) -> gormy(__y__) -> caper(_g_gy) -> raven(ggggg)
rayon,3,salet(_g___) -> corny(_yyyy) -> rayon(ggggg)
razor,4,salet(_g___) -> corny(_yy__) -> vezir(__g_g) -> razor(ggggg)
reach,3,salet(_y_y_) -> beard(_ggy_) -> reach(ggggg)
react,3,salet(_y_yg) -> recap(ggyy_) -> react(ggggg)
ready,3,salet(_y_y_) -> beard(_ggyy) -> ready(ggggg)
realm,3,salet(_yyy_) -> gnarl(__gyy) -> realm(ggggg)
rearm,4,salet(_y_y_) -> beard(_ggg_) -> weary(_ggg_) -> rearm(ggggg)
rebar,4,salet(_y_y_) -> beard(ygyy_) -> rehab(gg_gy) -> rebar(ggggg)
rebel,3,salet(__yg_) -> bevor(yg__y) -> rebel(ggggg)
rebus,3,salet(y__y_) -> rhone(g___y) -> rebus(ggggg)
rebut,3,salet(___yg) -> runic(gy___) -> rebut(ggggg)
recap,3,salet(_y_y_) -> beard(_gyy_) -> recap(ggggg)
recur,4,salet(___y_) -> drone(_y__y) -> murry(_yyy_) -> recur(ggggg)
recut,3,salet(___yg) -> runic(gy__y) -> recut(ggggg)
reedy,3,salet(___y_) -> drone(yy__y) -> reedy(ggggg)
refer,4,salet(___g_) -> rownd(g____) -> riper(g__gg) -> refer(ggggg)
refit,4,salet(___yg) -> runic(g__g_) -> remit(gg_gg) -> refit(ggggg)
regal,3,salet(_yyy_) -> gnarl(y_yyg) -> regal(ggggg)
rehab,3,salet(_y_y_) -> beard(ygyy_) -> rehab(ggggg)
reign,4,salet(___y_) -> drone(_y_yy) -> rerun(gg__g) -> reign(ggggg)
relax,3,salet(_ygy_) -> relay(gggg_) -> relax(ggggg)
relay,2,salet(_ygy_) -> relay(ggggg)
relic,3,salet(__gy_) -> himbo(_y___) -> relic(ggggg)
remit,3,salet(___yg) -> runic(g__g_) -> remit(ggggg)
renal,3,salet(_yyy_) -> gnarl(_yyyg) -> renal(ggggg)
renew,3,salet(___g_) -> rownd(g_yy_) -> renew(ggggg)
repay,4,salet(_y_y_) -> beard(_gyy_) -> recap(gg_gy) -> repay(ggggg)
repel,3,salet(__yg_) -> bevor(_g__y) -> repel(ggggg)
reply,4,salet(__yy_) -> doing(_____) -> clump(_y__y) -> reply(ggggg)
rerun,3,salet(___y_) -> drone(_y_yy) -> rerun(ggggg)
reset,3,salet(y__gg) -> repot(gg__g) -> reset(ggggg)
resin,3,salet(y__y_) -> rhone(g__yy) -> resin(ggggg)
retch,4,salet(___yy) -> trite(yy__y) -> retro(ggg__) -> retch(ggggg)
retro,3,salet(___yy) -> trite(yy__y) -> retro(ggggg)
retry,4,salet(___yy) -> trite(yy__y) -> retro(gggg_) -> retry(ggggg)
reuse,3,salet(y__y_) -> rhone(g___g) -> reuse(ggggg)
revel,3,salet(__yg_) -> bevor(_gg_y) -> revel(ggggg)
revue,4,salet(___y_) -> drone(_y__g) -> rieve(g_yyg) -> revue(ggggg)
rhino,4,salet(_____) -> courd(_y_y_) -> gimpy(_y___) -> rhino(ggggg)
rhyme,4,salet(___y_) -> drone(_y__g) -> rieve(g___g) -> rhyme(ggggg)
rider,4,salet(___g_) -> rownd(g___y) -> ruder(g_ggg) -> rider(ggggg)
ridge,3,salet(___y_) -> drone(yy__g) -> ridge(ggggg)
rifle,4,salet(__yy_) -> doing(__y__) -> bible(_g_gg) -> rifle(ggggg)
right,3,salet(____g) -> groin(yy_y_) -> right(ggggg)
rigid,3,salet(_____) -> courd(___yg) -> rigid(ggggg)
rigor,5,salet(_____) -> courd(_y_y_) -> gimpy(yg___) -> vigor(_gggg) -> rigor(ggggg)
rinse,3,salet(y__y_) -> rhone(g__yg) -> rinse(ggggg)
ripen,3,salet(___g_) -> rownd(g__y_) -> ripen(ggggg)
riper,3,salet(___g_) -> rownd(g____) -> riper(ggggg)
risen,3,salet(y__g_) -> mhorr(___y_) -> risen(ggggg)
riser,3,salet(y__g_) -> mhorr(___yg) -> riser(ggggg)
risky,4,salet(y____) -> mucho(_____) -> frisk(_yyyy) -> risky(ggggg)
rival,4,salet(_yy__) -> corni(__y_y) -> flair(_yyyy) -> rival(ggggg)
river,4,salet(___g_) -> rownd(g____) -> riper(gg_gg) -> river(ggggg)
rivet,3,salet(___gg) -> cerne(_yy__) -> rivet(ggggg)
roach,4,salet(_y___) -> brond(_yy__) -> ovary(y_gy_) -> roach(ggggg)
roast,3,salet(yy__g) -> acerb(y__y_) -> roast(ggggg)
robin,4,salet(_____) -> courd(_g_y_) -> moron(_gy_g) -> robin(ggggg)
robot,4,salet(____g) -> groin(_yy__) -> court(_g_yg) -> robot(ggggg)
rocky,4,salet(_____) -> courd(yg_y_) -> porch(_gyy_) -> rocky(ggggg)
rodeo,3,salet(___g_) -> rownd(gg__y) -> rodeo(ggggg)
roger,4,salet(___g_) -> rownd(gg___) -> rover(gg_gg) -> roger(ggggg)
rogue,4,salet(___y_) -> drone(_yy_g) -> gorge(ygy_g) -> rogue(ggggg)
roomy,4,salet(_____) -> courd(_g_y_) -> moron(ygyy_) -> roomy(ggggg)
roost,3,salet(y___g) -> moria(_gy__) -> roost(ggggg)
rotor,3,salet(____y) -> north(_gyy_) -> rotor(ggggg)
rouge,4,salet(___y_) -> drone(_yy_g) -> gorge(_gygg) -> rouge(ggggg)
rough,3,salet(_____) -> courd(_ggy_) -> rough(ggggg)
round,3,salet(_____) -> courd(_ggyg) -> round(ggggg)
rouse,3,salet(y__y_) -> rhone(g_y_g) -> rouse(ggggg)
route,4,salet(___yy) -> trite(_y_gg) -> forte(_gygg) -> route(ggggg)
rover,3,salet(___g_) -> rownd(gg___) -> rover(ggggg)
rowdy,4,salet(_____) -> courd(_g_yy) -> wordy(ygygg) -> rowdy(ggggg)
rower,3,salet(___g_) -> rownd(ggg__) -> rower(ggggg)
royal,3,salet(_yy__) -> corni(_gy__) -> royal(ggggg)
ruddy,3,salet(_____) -> courd(__yyy) -> ruddy(ggggg)
ruder,3,salet(___g_) -> rownd(g___y) -> ruder(ggggg)
rugby,3,salet(_____) -> courd(__yy_) -> rugby(ggggg)
ruler,3,salet(__gg_) -> raged(g__g_) -> ruler(ggggg)
rumba,3,salet(_y___) -> brond(yy___) -> rumba(ggggg)
rumor,4,salet(_____) -> courd(_yyy_) -> furor(_gygg) -> rumor(ggggg)
rupee,4,salet(___g_) -> rownd(g____) -> riper(g_gg_) -> rupee(ggggg)
rural,3,salet(_yy__) -> corni(__g__) -> rural(ggggg)
rusty,3,salet(y___y) -> gurdy(_gy_g) -> rusty(ggggg)
sadly,2,salet(ggy__) -> sadly(ggggg)
safer,3,salet(gg_g_) -> saner(gg_gg) -> safer(ggggg)
saint,2,salet(gg__g) -> saint(ggggg)
salad,3,salet(ggg__) -> donga(y___y) -> salad(ggggg)
sally,3,salet(ggg__) -> donga(____y) -> sally(ggggg)
salon,3,salet(ggg__) -> donga(_yy_y) -> salon(ggggg)
salsa,3,salet(ggg__) -> donga(____g) -> salsa(ggggg)
salty,2,salet(ggg_y) -> salty(ggggg)
salve,2,salet(gggy_) -> salve(ggggg)
salvo,3,salet(ggg__) -> donga(_y__y) -> salvo(ggggg)
sandy,3,salet(gg___) -> yupon(y___y) -> sandy(ggggg)
saner,2,salet(gg_g_) -> saner(ggggg)
sappy,3,salet(gg___) -> yupon(y_g__) -> sappy(ggggg)
sassy,4,salet(gg___) -> yupon(y____) -> savvy(gg__g) -> sassy(ggggg)
satin,2,salet(gg__y) -> satin(ggggg)
satyr,3,salet(gg__y) -> satin(ggg__) -> satyr(ggggg)
sauce,2,salet(gg_y_) -> sauce(ggggg)
saucy,3,salet(gg___) -> yupon(yy___) -> saucy(ggggg)
sauna,3,salet(gg___) -> yupon(_y__y) -> sauna(ggggg)
saute,2,salet(gg_yy) -> saute(ggggg)
savor,3,salet(gg___) -> yupon(___g_) -> savor(ggggg)
savoy,3,salet(gg___) -> yupon(y__g_) -> savoy(ggggg)
savvy,3,salet(gg___) -> yupon(y____) -> savvy(ggggg)
scald,4,salet(gyy__) -> chill(y__g_) -> doggy(y____) -> scald(ggggg)
scale,2,salet(gyyy_) -> scale(ggggg)
scalp,4,salet(gyy__) -> chill(y__g_) -> doggy(_____) -> scalp(ggggg)
scaly,4,salet(gyy__) -> chill(y__g_) -> doggy(____g) -> scaly(ggggg)
scamp,3,salet(gy___) -> cramp(y_ggg) -> scamp(ggggg)
scant,3,salet(gy__g) -> charm(y_g__) -> scant(ggggg)
scare,4,salet(gy_y_) -> pharm(__gg_) -> snare(g_ggg) -> scare(ggggg)
scarf,4,salet(gy___) -> cramp(yyg__) -> scary(gggg_) -> scarf(ggggg)
scary,3,salet(gy___) -> cramp(yyg__) -> scary(ggggg)
scene,4,salet(g__y_) -> prink(___g_) -> scone(gg_gg) -> scene(ggggg)
scent,3,salet(g__yg) -> spent(g_ggg) -> scent(ggggg)
scion,4,salet(g____) -> unrip(_y_y_) -> shiny(g_gy_) -> scion(ggggg)
scoff,4,salet(g____) -> unrip(_____) -> shook(g_g__) -> scoff(ggggg)
scold,4,salet(g_y__) -> plink(_y___) -> surly(g__g_) -> scold(ggggg)
scone,3,salet(g__y_) -> prink(___g_) -> scone(ggggg)
scoop,3,salet(g____) -> unrip(____g) -> scoop(ggggg)
scope,3,salet(g__y_) -> prink(y____) -> scope(ggggg)
score,4,salet(g__y_) -> prink(_y___) -> lurch(__yy_) -> score(ggggg)
scorn,4,salet(g____) -> unrip(_yy__) -> chiru(y__g_) -> scorn(ggggg)
scour,3,salet(g____) -> unrip(y_y__) -> scour(ggggg)
scout,3,salet(g___g) -> churn(y_y__) -> scout(ggggg)
scowl,4,salet(g_y__) -> plink(_y___) -> surly(g__y_) -> scowl(ggggg)
scram,3,salet(gy___) -> cramp(yyyy_) -> scram(ggggg)
scrap,3,salet(gy___) -> cramp(yyy_g) -> scrap(ggggg)
scree,4,salet(g__g_) -> hewer(_y_gy) -> spree(g_ggg) -> scree(ggggg)
screw,3,salet(g__g_) -> hewer(__ygy) -> screw(ggggg)
scrub,4,salet(g____) -> unrip(y_g__) -> shrub(g_ggg) -> scrub(ggggg)
scrum,4,salet(g____) -> unrip(y_g__) -> shrub(g_gg_) -> scrum(ggggg)
scuba,3,salet(gy___) -> cramp(y_y__) -> scuba(ggggg)
sedan,4,salet(gy_y_) -> pharm(__y__) -> sneak(gyyg_) -> sedan(ggggg)
seedy,3,salet(g__y_) -> prink(_____) -> seedy(ggggg)
segue,4,salet(g__y_) -> prink(_____) -> seedy(ggy__) -> segue(ggggg)
seize,3,salet(g__y_) -> prink(__g__) -> seize(ggggg)
semen,3,salet(g__g_) -> hewer(_g_g_) -> semen(ggggg)
sense,3,salet(g__y_) -> prink(___y_) -> sense(ggggg)
sepia,4,salet(gy_y_) -> pharm(y_y__) -> speak(gyyy_) -> sepia(ggggg)
serif,3,salet(g__y_) -> prink(_yy__) -> serif(ggggg)
serum,4,salet(g__y_) -> prink(_y___) -> lurch(_yg__) -> serum(ggggg)
serve,4,salet(g__y_) -> prink(_y___) -> lurch(__g__) -> serve(ggggg)
setup,3,salet(g__yy) -> mourn(__y__) -> setup(ggggg)
seven,4,salet(g__g_) -> hewer(_g_g_) -> semen(gg_gg) -> seven(ggggg)
sever,3,salet(g__g_) -> hewer(_g_gg) -> sever(ggggg)
sewer,3,salet(g__g_) -> hewer(_gggg) -> sewer(ggggg)
shack,4,salet(gy___) -> cramp(y_g__) -> snack(g_ggg) -> shack(ggggg)
shade,4,salet(gy_y_) -> pharm(_gg__) -> dives(y__yy) -> shade(ggggg)
shady,4,salet(gy___) -> cramp(__g__) -> snaky(g_g_g) -> shady(ggggg)
shaft,3,salet(gy__g) -> charm(_gg__) -> shaft(ggggg)
shake,4,salet(gy_y_) -> pharm(_gg__) -> dives(___yy) -> shake(ggggg)
shaky,4,salet(gy___) -> cramp(__g__) -> snaky(g_ggg) -> shaky(ggggg)
shale,3,salet(gyyy_) -> scale(g_ggg) -> shale(ggggg)
shall,3,salet(gyy__) -> chill(_g_gg) -> shall(ggggg)
shalt,3,salet(gyy_g) -> slant(gyg_g) -> shalt(ggggg)
shame,3,salet(gy_y_) -> pharm(_gg_y) -> shame(ggggg)
shank,4,salet(gy___) -> cramp(__g__) -> snaky(gygy_) -> shank(ggggg)
shape,3,salet(gy_y_) -> pharm(ygg__) -> shape(ggggg)
shard,4,salet(gy___) -> cramp(_yg__) -> shark(gggg_) -> shard(ggggg)
share,3,salet(gy_y_) -> pharm(_ggg_) -> share(ggggg)
shark,3,salet(gy___) -> cramp(_yg__) -> shark(ggggg)
sharp,3,salet(gy___) -> cramp(_yg_g) -> sharp(ggggg)
shave,4,salet(gy_y_) -> pharm(_gg__) -> dives(__yyy) -> shave(ggggg)
shawl,4,salet(gyy__) -> chill(_g__g) -> shoal(gg_yg) -> shawl(ggggg)
shear,3,salet(gy_y_) -> pharm(_gyy_) -> shear(ggggg)
sheen,3,salet(g__g_) -> hewer(yy_g_) -> sheen(ggggg)
sheep,4,salet(g__g_) -> hewer(yy_g_) -> sheen(gggg_) -> sheep(ggggg)
sheer,3,salet(g__g_) -> hewer(yy_gg) -> sheer(ggggg)
sheet,2,salet(g__gg) -> sheet(ggggg)
sheik,3,salet(g__y_) -> prink(__y_g) -> sheik(ggggg)
shelf,4,salet(g_yy_) -> chemo(_gg__) -> shell(gggg_) -> shelf(ggggg)
shell,3,salet(g_yy_) -> chemo(_gg__) -> shell(ggggg)
shied,3,salet(g__g_) -> hewer(y__g_) -> shied(ggggg)
shift,4,salet(g___g) -> churn(_g___) -> shoot(gg__g) -> shift(ggggg)
shine,3,salet(g__y_) -> prink(__gg_) -> shine(ggggg)
shiny,3,salet(g____) -> unrip(_y_y_) -> shiny(ggggg)
shire,3,salet(g__y_) -> prink(_yg__) -> shire(ggggg)
shirk,3,salet(g____) -> unrip(__yy_) -> shirk(ggggg)
shirt,4,salet(g___g) -> churn(_g_g_) -> short(gg_gg) -> shirt(ggggg)
shoal,3,salet(gyy__) -> chill(_g__g) -> shoal(ggggg)
shock,4,salet(g____) -> unrip(_____) -> shook(ggg_g) -> shock(ggggg)
shone,4,salet(g__y_) -> prink(___g_) -> scone(g_ggg) -> shone(ggggg)
shook,3,salet(g____) -> unrip(_____) -> shook(ggggg)
shoot,3,salet(g___g) -> churn(_g___) -> shoot(ggggg)
shore,4,salet(g__y_) -> prink(_y___) -> lurch(__y_y) -> shore(ggggg)
shorn,4,salet(g____) -> unrip(_yy__) -> chiru(_g_g_) -> shorn(ggggg)
short,3,salet(g___g) -> churn(_g_g_) -> short(ggggg)
shout,3,salet(g___g) -> churn(_gy__) -> shout(ggggg)
shove,4,salet(g__y_) -> prink(_____) -> seedy(gy___) -> shove(ggggg)
shown,3,salet(g____) -> unrip(_y___) -> shown(ggggg)
showy,4,salet(g____) -> unrip(_____) -> shook(ggg__) -> showy(ggggg)
shrew,3,salet(g__g_) -> hewer(y_ygy) -> shrew(ggggg)
shrub,3,salet(g____) -> unrip(y_g__) -> shrub(ggggg)
shrug,4,salet(g____) -> unrip(y_g__) -> shrub(gggg_) -> shrug(ggggg)
shuck,3,salet(g____) -> unrip(y____) -> shuck(ggggg)
shunt,3,salet(g___g) -> churn(_gg_y) -> shunt(ggggg)
shush,4,salet(g____) -> unrip(y____) -> shuck(ggg__) -> shush(ggggg)
shyly,4,salet(g_y__) -> plink(_y___) -> surly(g__gg) -> shyly(ggggg)
siege,4,salet(g__y_) -> prink(__y__) -> sieve(ggg_g) -> siege(ggggg)
sieve,3,salet(g__y_) -> prink(__y__) -> sieve(ggggg)
sight,3,salet(g___g) -> churn(_y___) -> sight(ggggg)
sigma,3,salet(gy___) -> cramp(__yg_) -> sigma(ggggg)
silky,2,salet(g_g__) -> silky(ggggg)
silly,3,salet(g_g__) -> silky(ggg_g) -> silly(ggggg)
since,3,salet(g__y_) -> prink(__yy_) -> since(ggggg)
sinew,3,salet(g__g_) -> hewer(__yg_) -> sinew(ggggg)
singe,4,salet(g__y_) -> prink(__yy_) -> since(ggg_g) -> singe(ggggg)
siren,3,salet(g__g_) -> hewer(___gy) -> siren(ggggg)
sissy,4,salet(g____) -> unrip(___y_) -> skiff(g_y__) -> sissy(ggggg)
sixth,4,salet(g___y) -> pinko(_g___) -> sixty(gggg_) -> sixth(ggggg)
sixty,3,salet(g___y) -> pinko(_g___) -> sixty(ggggg)
skate,3,salet(gy_yy) -> gryke(___yg) -> skate(ggggg)
skier,4,salet(g__g_) -> hewer(___gg) -> urari(_y__y) -> skier(ggggg)
skiff,3,salet(g____) -> unrip(___y_) -> skiff(ggggg)
skill,3,salet(g_y__) -> plink(_yg_y) -> skill(ggggg)
skimp,3,salet(g____) -> unrip(___yg) -> skimp(ggggg)
skirt,4,salet(g___g) -> churn(___g_) -> sport(g__gg) -> skirt(ggggg)
skulk,3,salet(g_y__) -> plink(_y__g) -> skulk(ggggg)
skull,3,salet(g_y__) -> plink(_y__y) -> skull(ggggg)
skunk,4,salet(g____) -> unrip(yy___) -> doggy(_____) -> skunk(ggggg)
slack,3,salet(gyy__) -> chill(y__y_) -> slack(ggggg)
slain,3,salet(gyy__) -> chill(__yy_) -> slain(ggggg)
slang,3,salet(gyy__) -> chill(___y_) -> slang(ggggg)
slant,2,salet(gyy_g) -> slant(ggggg)
slash,3,salet(gyy__) -> chill(_y_y_) -> slash(ggggg)
slate,3,salet(gyyyy) -> steal(gyyyy) -> slate(ggggg)
slave,3,salet(gyyy_) -> scale(g_gyg) -> slave(ggggg)
sleek,3,salet(g_yg_) -> spiel(g__gy) -> sleek(ggggg)
sleep,3,salet(g_yg_) -> spiel(gy_gy) -> sleep(ggggg)
sleet,2,salet(g_ygg) -> sleet(ggggg)
slept,3,salet(g_yyg) -> spelt(gygyg) -> slept(ggggg)
slice,3,salet(g_yy_) -> chemo(y_y__) -> slice(ggggg)
slick,3,salet(g_y__) -> plink(_gg_g) -> slick(ggggg)
slide,3,salet(g_yy_) -> chemo(__y__) -> slide(ggggg)
slime,3,salet(g_yy_) -> chemo(__yg_) -> slime(ggggg)
slimy,3,salet(g_y__) -> plink(_gg__) -> slimy(ggggg)
sling,3,salet(g_y__) -> plink(_ggg_) -> sling(ggggg)
slink,3,salet(g_y__) -> plink(_gggg) -> slink(ggggg)
sloop,4,salet(g_y__) -> plink(yg___) -> slump(gg__g) -> sloop(ggggg)
slope,3,salet(g_yy_) -> chemo(__y_y) -> slope(ggggg)
slosh,4,salet(g_y__) -> plink(_g___) -> slush(gg_gg) -> slosh(ggggg)
