secret,turns,path
pilot,2,salet(__g_g) -> pilot(ggggg)
pinch,4,salet(_____) -> round(___y_) -> nymph(y__yg) -> pinch(ggggg)
piney,3,salet(___g_) -> diner(_ggg_) -> piney(ggggg)
pinky,4,salet(_____) -> round(___y_) -> nymph(yy_y_) -> pinky(ggggg)
pinto,4,salet(____y) -> north(yy_g_) -> junto(__ggg) -> pinto(ggggg)
piper,5,salet(___g_) -> diner(_g_gg) -> river(_g_gg) -> fiber(_g_gg) -> piper(ggggg)
pique,4,salet(___y_) -> drone(____g) -> piece(gg__g) -> pique(ggggg)
pitch,4,salet(____y) -> north(___yg) -> wiped(_gy__) -> pitch(ggggg)
pithy,4,salet(____y) -> north(___yy) -> thump(yy__y) -> pithy(ggggg)
pivot,3,salet(____g) -> ingot(y__gg) -> pivot(ggggg)
pixel,3,salet(__yg_) -> leper(y_yg_) -> pixel(ggggg)
pixie,5,salet(___y_) -> drone(____g) -> piece(gg__g) -> pique(gg__g) -> pixie(ggggg)
pizza,4,salet(_y___) -> adorn(y____) -> champ(__y_y) -> pizza(ggggg)
place,4,salet(_yyy_) -> regal(_y_yy) -> amble(y__yg) -> place(ggggg)
plaid,5,salet(_yy__) -> alarm(_gg__) -> clank(_gg__) -> flail(_ggg_) -> plaid(ggggg)
plain,4,salet(_yy__) -> alarm(_gg__) -> clank(_ggy_) -> plain(ggggg)
plait,3,salet(_yy_g) -> gloat(_g_yg) -> plait(ggggg)
plane,5,salet(_yyy_) -> regal(_y_yy) -> amble(y__yg) -> place(ggg_g) -> plane(ggggg)
plank,5,salet(_yy__) -> alarm(_gg__) -> clank(_gggg) -> beeps(___y_) -> plank(ggggg)
plant,4,salet(_yy_g) -> gloat(_g_yg) -> plait(ggg_g) -> plant(ggggg)
plate,3,salet(_yyyy) -> petal(gyyyy) -> plate(ggggg)
plaza,3,salet(_yy__) -> alarm(ygg__) -> plaza(ggggg)
plead,4,salet(_yyy_) -> regal(_y_gy) -> blond(_g__g) -> plead(ggggg)
pleat,3,salet(_yyyg) -> leapt(yyyyg) -> pleat(ggggg)
plied,4,salet(__yg_) -> leper(y_yg_) -> pixel(gy_gy) -> plied(ggggg)
plier,3,salet(__yg_) -> leper(y_ygg) -> plier(ggggg)
pluck,3,salet(__y__) -> could(y_gy_) -> pluck(ggggg)
plumb,4,salet(__y__) -> could(__gy_) -> bluff(ygg__) -> plumb(ggggg)
plume,5,salet(__yy_) -> elide(_g__g) -> bloke(_g__g) -> flume(_gggg) -> plume(ggggg)
plump,4,salet(__y__) -> could(__gy_) -> bluff(_gg__) -> plump(ggggg)
plunk,5,salet(__y__) -> could(__gy_) -> bluff(_gg__) -> plump(ggg__) -> plunk(ggggg)
plush,4,salet(y_y__) -> floss(_g_g_) -> blush(_gggg) -> plush(ggggg)
poesy,3,salet(y__y_) -> rouse(_g_gy) -> poesy(ggggg)
point,4,salet(____g) -> ingot(yy_yg) -> joint(_gggg) -> point(ggggg)
poise,4,salet(y__y_) -> rouse(_g_gg) -> piing(g_g__) -> poise(ggggg)
poker,6,salet(___g_) -> diner(___gg) -> rower(_g_gg) -> mucky(___y_) -> joker(_gggg) -> poker(ggggg)
polar,4,salet(_yg__) -> allay(__gg_) -> molar(_gggg) -> polar(ggggg)
polka,3,salet(_yg__) -> allay(y_g__) -> polka(ggggg)
polyp,3,salet(__g__) -> folly(_gg_y) -> polyp(ggggg)
pooch,4,salet(_____) -> round(_g___) -> boozy(_gg__) -> pooch(ggggg)
poppy,5,salet(_____) -> round(_g___) -> boozy(_g__g) -> foggy(_g__g) -> poppy(ggggg)
porch,4,salet(_____) -> round(yg___) -> imshy(___y_) -> porch(ggggg)
poser,3,salet(y__g_) -> risen(y_gg_) -> poser(ggggg)
posit,3,salet(y___g) -> frost(__yyg) -> posit(ggggg)
posse,4,salet(y__y_) -> rouse(_g_gg) -> piing(g____) -> posse(ggggg)
pouch,4,salet(_____) -> round(_gg__) -> couch(_gggg) -> pouch(ggggg)
pound,4,salet(_____) -> round(_gggg) -> bumph(_y_y_) -> pound(ggggg)
pouty,4,salet(____y) -> north(_g_g_) -> motto(_g_g_) -> pouty(ggggg)
power,5,salet(___g_) -> diner(___gg) -> rower(_gggg) -> chime(____y) -> power(ggggg)
prank,4,salet(_y___) -> adorn(y__yy) -> pricy(gg___) -> prank(ggggg)
prawn,4,salet(_y___) -> adorn(y__yg) -> brawn(_gggg) -> prawn(ggggg)
preen,4,salet(___g_) -> diner(__ygy) -> green(_gggg) -> preen(ggggg)
press,4,salet(y__y_) -> rouse(y__gy) -> duces(___yg) -> press(ggggg)
price,4,salet(___y_) -> drone(_g__g) -> prime(ggg_g) -> price(ggggg)
prick,4,salet(_____) -> round(y____) -> crimp(ygg_y) -> prick(ggggg)
pride,3,salet(___y_) -> drone(yg__g) -> pride(ggggg)
pried,4,salet(___g_) -> diner(yy_gy) -> pricy(ggg__) -> pried(ggggg)
prime,3,salet(___y_) -> drone(_g__g) -> prime(ggggg)
primo,4,salet(_____) -> round(yy___) -> crook(_gy__) -> primo(ggggg)
print,3,salet(____g) -> ingot(yy__g) -> print(ggggg)
prior,4,salet(_____) -> round(yy___) -> crook(_g_g_) -> prior(ggggg)
prism,3,salet(y____) -> missy(yy_g_) -> prism(ggggg)
privy,4,salet(_____) -> round(y____) -> crimp(_gg_y) -> privy(ggggg)
prize,5,salet(___y_) -> drone(_g__g) -> prime(ggg_g) -> price(ggg_g) -> prize(ggggg)
probe,3,salet(___y_) -> drone(_gg_g) -> probe(ggggg)
prone,4,salet(___y_) -> drone(_gggg) -> crone(_gggg) -> prone(ggggg)
prong,4,salet(_____) -> round(yy_g_) -> pyxie(g____) -> prong(ggggg)
proof,5,salet(_____) -> round(yy___) -> crook(_ggg_) -> broom(_ggg_) -> proof(ggggg)
prose,3,salet(y__y_) -> rouse(yy_gg) -> prose(ggggg)
proud,3,salet(_____) -> round(yyy_g) -> proud(ggggg)
prove,4,salet(___y_) -> drone(_gg_g) -> probe(ggg_g) -> prove(ggggg)
prowl,4,salet(__y__) -> could(_y_y_) -> growl(_gggg) -> prowl(ggggg)
proxy,4,salet(_____) -> round(yy___) -> crook(_gg__) -> proxy(ggggg)
prude,4,salet(___y_) -> drone(yg__g) -> pride(gg_gg) -> prude(ggggg)
prune,4,salet(___y_) -> drone(_g_gg) -> urine(yg_gg) -> prune(ggggg)
psalm,3,salet(yyy__) -> class(_ygy_) -> psalm(ggggg)
pubic,4,salet(_____) -> round(__y__) -> jumpy(_g_y_) -> pubic(ggggg)
pudgy,4,salet(_____) -> round(__y_y) -> dumpy(yg_yg) -> pudgy(ggggg)
puffy,4,salet(_____) -> round(__y__) -> jumpy(_g_yg) -> puffy(ggggg)
pulpy,4,salet(__g__) -> folly(__g_g) -> bulky(_gg_g) -> pulpy(ggggg)
pulse,2,salet(y_gy_) -> pulse(ggggg)
punch,5,salet(_____) -> round(__yy_) -> hunky(ygg__) -> beeps(___y_) -> punch(ggggg)
pupal,5,salet(_yy__) -> alarm(yy___) -> local(___gg) -> final(___gg) -> pupal(ggggg)
pupil,4,salet(__y__) -> could(__yy_) -> lumpy(yg_y_) -> pupil(ggggg)
puppy,5,salet(_____) -> round(__y__) -> jumpy(_g_gg) -> guppy(_gggg) -> puppy(ggggg)
puree,4,salet(___g_) -> diner(___gy) -> rupee(ygygg) -> puree(ggggg)
purer,5,salet(___g_) -> diner(___gg) -> rower(y__gg) -> freer(_y_gg) -> purer(ggggg)
purge,4,salet(___y_) -> drone(_y__g) -> merge(__ggg) -> purge(ggggg)
purse,4,salet(y__y_) -> rouse(y_ygg) -> crone(_y__g) -> purse(ggggg)
pushy,4,salet(y____) -> missy(__g_g) -> bushy(_gggg) -> pushy(ggggg)
putty,4,salet(____y) -> north(___g_) -> kitty(__ggg) -> putty(ggggg)
pygmy,4,salet(_____) -> round(_____) -> picky(g___g) -> pygmy(ggggg)
quack,4,salet(_y___) -> adorn(y____) -> champ(y_g__) -> quack(ggggg)
quail,4,salet(_yy__) -> alarm(_yg__) -> chalk(__gy_) -> quail(ggggg)
quake,4,salet(_y_y_) -> beard(_yg__) -> kanga(yy___) -> quake(ggggg)
qualm,3,salet(_yy__) -> alarm(_yg_g) -> qualm(ggggg)
quark,4,salet(_y___) -> adorn(y__g_) -> umbra(y__gy) -> quark(ggggg)
quart,3,salet(_y__g) -> crudo(_yy__) -> quart(ggggg)
quash,4,salet(yy___) -> brash(__ggg) -> unlaw(y__y_) -> quash(ggggg)
quasi,4,salet(yy___) -> brash(__gg_) -> amass(__gg_) -> quasi(ggggg)
queen,4,salet(___g_) -> diner(__yg_) -> women(___gg) -> queen(ggggg)
queer,5,salet(___g_) -> diner(___gg) -> rower(___gg) -> buyer(_g_gg) -> queer(ggggg)
quell,4,salet(__yy_) -> elide(yy___) -> reply(_y_g_) -> quell(ggggg)
query,5,salet(___y_) -> drone(_y__y) -> merry(_y_gg) -> divis(_____) -> query(ggggg)
quest,4,salet(y__yg) -> crest(__ggg) -> guest(_gggg) -> quest(ggggg)
queue,4,salet(___y_) -> drone(____g) -> piece(__g_g) -> queue(ggggg)
quick,5,salet(_____) -> round(__y__) -> jumpy(_g___) -> cubic(yg_y_) -> quick(ggggg)
quiet,4,salet(___gg) -> cerne(_y___) -> duvet(_g_gg) -> quiet(ggggg)
quill,4,salet(__y__) -> could(__yg_) -> burly(_g_g_) -> quill(ggggg)
quilt,4,salet(__y_g) -> glint(_yg_g) -> built(_gggg) -> quilt(ggggg)
quirk,4,salet(_____) -> round(y_y__) -> curry(_g_g_) -> quirk(ggggg)
quite,4,salet(___yy) -> trite(__ggg) -> unite(y_ggg) -> quite(ggggg)
quota,3,salet(_y__y) -> train(y_y__) -> quota(ggggg)
quote,4,salet(___yy) -> trite(___gg) -> chute(__ygg) -> quote(ggggg)
quoth,3,salet(____y) -> north(_y_gg) -> quoth(ggggg)
rabbi,4,salet(_g___) -> cairn(_gyy_) -> rapid(gg_y_) -> rabbi(ggggg)
rabid,4,salet(_g___) -> cairn(_gyy_) -> rapid(gg_gg) -> rabid(ggggg)
racer,4,salet(_g_g_) -> gamer(_g_gg) -> parer(_gygg) -> racer(ggggg)
radar,5,salet(_g___) -> cairn(_g_y_) -> harpy(_gy__) -> zooms(_____) -> radar(ggggg)
radii,4,salet(_g___) -> cairn(_gyy_) -> rapid(gg_gy) -> radii(ggggg)
radio,5,salet(_g___) -> cairn(_gyy_) -> rapid(gg_gy) -> radii(gggg_) -> radio(ggggg)
rainy,3,salet(_g___) -> cairn(_ggyy) -> rainy(ggggg)
raise,3,salet(yg_y_) -> pricy(_yg__) -> raise(ggggg)
rajah,4,salet(_g___) -> cairn(_g_y_) -> harpy(ygy__) -> rajah(ggggg)
rally,2,salet(_gg__) -> rally(ggggg)
ralph,3,salet(_gg__) -> rally(ggg__) -> ralph(ggggg)
ramen,3,salet(_g_g_) -> gamer(_gggy) -> ramen(ggggg)
ranch,3,salet(_g___) -> cairn(yg_yy) -> ranch(ggggg)
randy,4,salet(_g___) -> cairn(_g_yy) -> manor(_gg_y) -> randy(ggggg)
range,3,salet(_g_y_) -> crumb(_y___) -> range(ggggg)
rapid,3,salet(_g___) -> cairn(_gyy_) -> rapid(ggggg)
rarer,4,salet(_g_g_) -> gamer(_g_gg) -> parer(_gggg) -> rarer(ggggg)
raspy,3,salet(yg___) -> roins(g___y) -> raspy(ggggg)
ratio,3,salet(_g__y) -> corby(_yy__) -> ratio(ggggg)
ratty,3,salet(_g__y) -> corby(__y_g) -> ratty(ggggg)
raven,3,salet(_g_g_) -> gamer(_g_gy) -> raven(ggggg)
rayon,4,salet(_g___) -> cairn(_g_yg) -> baron(_gygg) -> rayon(ggggg)
razor,5,salet(_g___) -> cairn(_g_y_) -> harpy(_gy__) -> zooms(yy___) -> razor(ggggg)
reach,3,salet(_y_y_) -> beard(_ggy_) -> reach(ggggg)
react,3,salet(_y_yg) -> heart(_ggyg) -> react(ggggg)
ready,3,salet(_y_y_) -> beard(_ggyy) -> ready(ggggg)
realm,3,salet(_yyy_) -> regal(gg_yy) -> realm(ggggg)
rearm,4,salet(_y_y_) -> beard(_ggg_) -> weary(_ggg_) -> rearm(ggggg)
rebar,3,salet(_y_y_) -> beard(ygyy_) -> rebar(ggggg)
rebel,3,salet(__yg_) -> leper(yg_gy) -> rebel(ggggg)
rebus,3,salet(y__y_) -> rouse(g_yyy) -> rebus(ggggg)
rebut,4,salet(___yg) -> erect(yy__g) -> remit(gg__g) -> rebut(ggggg)
recap,3,salet(_y_y_) -> beard(_gyy_) -> recap(ggggg)
recur,4,salet(___y_) -> drone(_y__y) -> merry(_gyy_) -> recur(ggggg)
recut,3,salet(___yg) -> erect(yy_yg) -> recut(ggggg)
reedy,3,salet(___y_) -> drone(yy__y) -> reedy(ggggg)
refer,4,salet(___g_) -> diner(___gg) -> rower(g__gg) -> refer(ggggg)
refit,4,salet(___yg) -> erect(yy__g) -> remit(gg_gg) -> refit(ggggg)
regal,2,salet(_yyy_) -> regal(ggggg)
rehab,4,salet(_y_y_) -> beard(ygyy_) -> rebar(ggyg_) -> rehab(ggggg)
reign,3,salet(___y_) -> drone(_y_yy) -> reign(ggggg)
relax,3,salet(_ygy_) -> delay(_ggg_) -> relax(ggggg)
relay,3,salet(_ygy_) -> delay(_gggg) -> relay(ggggg)
relic,3,salet(__gy_) -> himbo(_y___) -> relic(ggggg)
remit,3,salet(___yg) -> erect(yy__g) -> remit(ggggg)
renal,3,salet(_yyy_) -> regal(gg_gg) -> renal(ggggg)
renew,3,salet(___g_) -> diner(__ggy) -> renew(ggggg)
repay,4,salet(_y_y_) -> beard(_gyy_) -> recap(gg_gy) -> repay(ggggg)
repel,3,salet(__yg_) -> leper(ygggy) -> repel(ggggg)
reply,3,salet(__yy_) -> elide(yy___) -> reply(ggggg)
rerun,4,salet(___y_) -> drone(_y_yy) -> reign(gg__g) -> rerun(ggggg)
reset,3,salet(y__gg) -> rumpo(g____) -> reset(ggggg)
resin,3,salet(y__y_) -> rouse(g__yy) -> resin(ggggg)
retch,4,salet(___yy) -> trite(yy__y) -> retro(ggg__) -> retch(ggggg)
retro,3,salet(___yy) -> trite(yy__y) -> retro(ggggg)
retry,4,salet(___yy) -> trite(yy__y) -> retro(gggg_) -> retry(ggggg)
reuse,3,salet(y__y_) -> rouse(g_ggg) -> reuse(ggggg)
revel,4,salet(__yg_) -> leper(yg_gy) -> rebel(gg_gg) -> revel(ggggg)
revue,4,salet(___y_) -> drone(_y__g) -> merge(_gy_g) -> revue(ggggg)
rhino,3,salet(_____) -> round(gy_g_) -> rhino(ggggg)
rhyme,4,salet(___y_) -> drone(_y__g) -> merge(y_y_g) -> rhyme(ggggg)
rider,4,salet(___g_) -> diner(yg_gg) -> rabic(g__y_) -> rider(ggggg)
ridge,3,salet(___y_) -> drone(yy__g) -> ridge(ggggg)
rifle,4,salet(__yy_) -> elide(_yy_g) -> bible(_g_gg) -> rifle(ggggg)
right,4,salet(____g) -> ingot(y_g_g) -> thraw(yyy__) -> right(ggggg)
rigid,3,salet(_____) -> round(g___g) -> rigid(ggggg)
rigor,3,salet(_____) -> round(gy___) -> rigor(ggggg)
rinse,3,salet(y__y_) -> rouse(g__gg) -> rinse(ggggg)
ripen,3,salet(___g_) -> diner(_gygy) -> ripen(ggggg)
riper,4,salet(___g_) -> diner(_g_gg) -> river(gg_gg) -> riper(ggggg)
risen,2,salet(y__g_) -> risen(ggggg)
riser,3,salet(y__g_) -> risen(gggg_) -> riser(ggggg)
risky,4,salet(y____) -> missy(_gg_g) -> flunk(____y) -> risky(ggggg)
rival,4,salet(_yy__) -> alarm(yy_y_) -> rubli(g__yy) -> rival(ggggg)
river,3,salet(___g_) -> diner(_g_gg) -> river(ggggg)
rivet,3,salet(___gg) -> cerne(_yy__) -> rivet(ggggg)
roach,4,salet(_y___) -> adorn(y_yy_) -> bravo(_yg_y) -> roach(ggggg)
roast,3,salet(yy__g) -> taroc(yyyy_) -> roast(ggggg)
robin,3,salet(_____) -> round(gg_y_) -> robin(ggggg)
robot,3,salet(____g) -> ingot(___gg) -> robot(ggggg)
rocky,3,salet(_____) -> round(gg___) -> rocky(ggggg)
rodeo,4,salet(___g_) -> diner(y__gy) -> befog(_y_y_) -> rodeo(ggggg)
roger,4,salet(___g_) -> diner(___gg) -> rower(gg_gg) -> roger(ggggg)
rogue,4,salet(___y_) -> drone(_yy_g) -> gorge(ygy_g) -> rogue(ggggg)
roomy,4,salet(_____) -> round(gg___) -> rocky(gg__g) -> roomy(ggggg)
roost,3,salet(y___g) -> frost(_yggg) -> roost(ggggg)
rotor,4,salet(____y) -> north(_gyy_) -> motor(_gggg) -> rotor(ggggg)
rouge,4,salet(___y_) -> drone(_yy_g) -> gorge(_gygg) -> rouge(ggggg)
rough,3,salet(_____) -> round(ggg__) -> rough(ggggg)
round,2,salet(_____) -> round(ggggg)
rouse,2,salet(y__y_) -> rouse(ggggg)
route,4,salet(___yy) -> trite(_y_gg) -> forte(_gygg) -> route(ggggg)
rover,5,salet(___g_) -> diner(___gg) -> rower(gg_gg) -> roger(gg_gg) -> rover(ggggg)
rowdy,3,salet(_____) -> round(gg__y) -> rowdy(ggggg)
rower,3,salet(___g_) -> diner(___gg) -> rower(ggggg)
royal,4,salet(_yy__) -> alarm(yy_y_) -> rubli(g__y_) -> royal(ggggg)
ruddy,3,salet(_____) -> round(g_y_y) -> ruddy(ggggg)
ruder,4,salet(___g_) -> diner(y__gg) -> udder(y_ggg) -> ruder(ggggg)
rugby,3,salet(_____) -> round(g_y__) -> rugby(ggggg)
ruler,3,salet(__gg_) -> mudir(_g__g) -> ruler(ggggg)
rumba,4,salet(_y___) -> adorn(y__y_) -> crazy(_yy__) -> rumba(ggggg)
rumor,3,salet(_____) -> round(gyy__) -> rumor(ggggg)
rupee,3,salet(___g_) -> diner(___gy) -> rupee(ggggg)
rural,4,salet(_yy__) -> alarm(yy_y_) -> rubli(gg_y_) -> rural(ggggg)
rusty,3,salet(y___y) -> gourd(__yy_) -> rusty(ggggg)
sadly,2,salet(ggy__) -> sadly(ggggg)
safer,2,salet(gg_g_) -> safer(ggggg)
saint,2,salet(gg__g) -> saint(ggggg)
salad,3,salet(ggg__) -> aldol(yyy__) -> salad(ggggg)
sally,3,salet(ggg__) -> aldol(yy__y) -> sally(ggggg)
salon,3,salet(ggg__) -> aldol(yy_g_) -> salon(ggggg)
salsa,3,salet(ggg__) -> aldol(yy___) -> salsa(ggggg)
salty,2,salet(ggg_y) -> salty(ggggg)
salve,2,salet(gggy_) -> salve(ggggg)
salvo,3,salet(ggg__) -> aldol(yy_y_) -> salvo(ggggg)
sandy,3,salet(gg___) -> poncy(__g_g) -> sandy(ggggg)
saner,3,salet(gg_g_) -> safer(gg_gg) -> saner(ggggg)
sappy,3,salet(gg___) -> poncy(y___g) -> sappy(ggggg)
sassy,3,salet(gg___) -> poncy(____g) -> sassy(ggggg)
satin,2,salet(gg__y) -> satin(ggggg)
satyr,3,salet(gg__y) -> satin(ggg__) -> satyr(ggggg)
sauce,2,salet(gg_y_) -> sauce(ggggg)
saucy,3,salet(gg___) -> poncy(___gg) -> saucy(ggggg)
sauna,3,salet(gg___) -> poncy(__y__) -> sauna(ggggg)
saute,2,salet(gg_yy) -> saute(ggggg)
savor,3,salet(gg___) -> poncy(_y___) -> savor(ggggg)
savoy,3,salet(gg___) -> poncy(_y__g) -> savoy(ggggg)
savvy,4,salet(gg___) -> poncy(____g) -> sassy(gg__g) -> savvy(ggggg)
scald,4,salet(gyy__) -> shall(g_gg_) -> pyxie(_____) -> scald(ggggg)
scale,3,salet(gyyy_) -> shale(g_ggg) -> scale(ggggg)
scalp,4,salet(gyy__) -> shall(g_gg_) -> pyxie(y____) -> scalp(ggggg)
scaly,4,salet(gyy__) -> shall(g_gg_) -> pyxie(_y___) -> scaly(ggggg)
scamp,2,salet(gy___) -> scamp(ggggg)
scant,3,salet(gy__g) -> smart(g_g_g) -> scant(ggggg)
scare,4,salet(gy_y_) -> spear(g_yyy) -> crone(yy__g) -> scare(ggggg)
scarf,3,salet(gy___) -> scamp(ggg__) -> scarf(ggggg)
scary,4,salet(gy___) -> scamp(ggg__) -> scarf(gggg_) -> scary(ggggg)
scene,4,salet(g__y_) -> spire(g___g) -> shone(g__gg) -> scene(ggggg)
scent,2,salet(g__yg) -> scent(ggggg)
scion,4,salet(g____) -> spunk(g__y_) -> swoon(g__gg) -> scion(ggggg)
scoff,4,salet(g____) -> spunk(g____) -> sword(g_g__) -> scoff(ggggg)
scold,4,salet(g_y__) -> skill(g__g_) -> shyly(g__g_) -> scold(ggggg)
scone,4,salet(g__y_) -> spire(g___g) -> shone(g_ggg) -> scone(ggggg)
scoop,3,salet(g____) -> spunk(gy___) -> scoop(ggggg)
scope,3,salet(g__y_) -> spire(gy__g) -> scope(ggggg)
score,4,salet(g__y_) -> spire(g__gg) -> clown(y_g__) -> score(ggggg)
scorn,4,salet(g____) -> spunk(g__y_) -> swoon(g_g_g) -> scorn(ggggg)
scour,4,salet(g____) -> spunk(g_y__) -> scrub(ggyg_) -> scour(ggggg)
scout,4,salet(g___g) -> shunt(g_y_g) -> pricy(___y_) -> scout(ggggg)
scowl,3,salet(g_y__) -> skill(g___g) -> scowl(ggggg)
scram,3,salet(gy___) -> scamp(ggyy_) -> scram(ggggg)
scrap,3,salet(gy___) -> scamp(ggy_g) -> scrap(ggggg)
scree,3,salet(g__g_) -> sewer(gy_gy) -> scree(ggggg)
screw,3,salet(g__g_) -> sewer(g_ygy) -> screw(ggggg)
scrub,3,salet(g____) -> spunk(g_y__) -> scrub(ggggg)
scrum,4,salet(g____) -> spunk(g_y__) -> scrub(gggg_) -> scrum(ggggg)
scuba,3,salet(gy___) -> scamp(ggy__) -> scuba(ggggg)
sedan,3,salet(gy_y_) -> spear(g_yg_) -> sedan(ggggg)
seedy,3,salet(g__y_) -> spire(g___y) -> seedy(ggggg)
segue,4,salet(g__y_) -> spire(g___g) -> shone(g___g) -> segue(ggggg)
seize,4,salet(g__y_) -> spire(g_g_g) -> swine(g_g_g) -> seize(ggggg)
semen,3,salet(g__g_) -> sewer(gg_g_) -> semen(ggggg)
sense,4,salet(g__y_) -> spire(g___g) -> shone(g__yg) -> sense(ggggg)
sepia,3,salet(gy_y_) -> spear(gyyy_) -> sepia(ggggg)
serif,3,salet(g__y_) -> spire(g_yyy) -> serif(ggggg)
serum,3,salet(g__y_) -> spire(g__yy) -> serum(ggggg)
serve,3,salet(g__y_) -> spire(g__yg) -> serve(ggggg)
setup,3,salet(g__yy) -> prink(y____) -> setup(ggggg)
seven,4,salet(g__g_) -> sewer(gg_g_) -> semen(gg_gg) -> seven(ggggg)
sever,3,salet(g__g_) -> sewer(gg_gg) -> sever(ggggg)
sewer,2,salet(g__g_) -> sewer(ggggg)
shack,3,salet(gy___) -> scamp(gyg__) -> shack(ggggg)
shade,5,salet(gy_y_) -> spear(g_yy_) -> shave(ggg_g) -> mudir(__y__) -> shade(ggggg)
shady,4,salet(gy___) -> scamp(g_g__) -> shark(ggg__) -> shady(ggggg)
shaft,4,salet(gy__g) -> smart(g_g_g) -> scant(g_g_g) -> shaft(ggggg)
shake,5,salet(gy_y_) -> spear(g_yy_) -> shave(ggg_g) -> mudir(_____) -> shake(ggggg)
shaky,4,salet(gy___) -> scamp(g_g__) -> shark(ggg_y) -> shaky(ggggg)
shale,2,salet(gyyy_) -> shale(ggggg)
shall,2,salet(gyy__) -> shall(ggggg)
shalt,2,salet(gyy_g) -> shalt(ggggg)
shame,5,salet(gy_y_) -> spear(g_yy_) -> shave(ggg_g) -> mudir(y____) -> shame(ggggg)
shank,4,salet(gy___) -> scamp(g_g__) -> shark(ggg_g) -> shank(ggggg)
shape,4,salet(gy_y_) -> spear(gyyy_) -> sepia(gyy_y) -> shape(ggggg)
shard,4,salet(gy___) -> scamp(g_g__) -> shark(gggg_) -> shard(ggggg)
share,4,salet(gy_y_) -> spear(g_yyy) -> crone(_y__g) -> share(ggggg)
shark,3,salet(gy___) -> scamp(g_g__) -> shark(ggggg)
sharp,3,salet(gy___) -> scamp(g_g_g) -> sharp(ggggg)
shave,3,salet(gy_y_) -> spear(g_yy_) -> shave(ggggg)
shawl,3,salet(gyy__) -> shall(ggg_g) -> shawl(ggggg)
shear,4,salet(gy_y_) -> spear(g_ggg) -> chime(_g__y) -> shear(ggggg)
sheen,4,salet(g__g_) -> sewer(gy_g_) -> speed(g_gg_) -> sheen(ggggg)
sheep,4,salet(g__g_) -> sewer(gy_g_) -> speed(gygg_) -> sheep(ggggg)
sheer,3,salet(g__g_) -> sewer(gy_gg) -> sheer(ggggg)
sheet,2,salet(g__gg) -> sheet(ggggg)
sheik,3,salet(g__y_) -> spire(g_y_y) -> sheik(ggggg)
shelf,3,salet(g_yy_) -> smell(g_gg_) -> shelf(ggggg)
shell,4,salet(g_yy_) -> smell(g_ggg) -> happi(y____) -> shell(ggggg)
shied,3,salet(g__g_) -> sewer(g__g_) -> shied(ggggg)
shift,4,salet(g___g) -> shunt(gg__g) -> shirt(ggg_g) -> shift(ggggg)
shine,4,salet(g__y_) -> spire(g_g_g) -> swine(g_ggg) -> shine(ggggg)
shiny,3,salet(g____) -> spunk(g__g_) -> shiny(ggggg)
shire,3,salet(g__y_) -> spire(g_ggg) -> shire(ggggg)
shirk,4,salet(g____) -> spunk(g___g) -> shook(gg__g) -> shirk(ggggg)
shirt,3,salet(g___g) -> shunt(gg__g) -> shirt(ggggg)
shoal,3,salet(gyy__) -> shall(ggy_g) -> shoal(ggggg)
shock,4,salet(g____) -> spunk(g___g) -> shook(ggg_g) -> shock(ggggg)
shone,3,salet(g__y_) -> spire(g___g) -> shone(ggggg)
shook,3,salet(g____) -> spunk(g___g) -> shook(ggggg)
shoot,4,salet(g___g) -> shunt(gg__g) -> shirt(gg__g) -> shoot(ggggg)
shore,4,salet(g__y_) -> spire(g__gg) -> clown(__g__) -> shore(ggggg)
shorn,5,salet(g____) -> spunk(g__y_) -> swoon(g_g_g) -> scorn(g_ggg) -> shorn(ggggg)
short,4,salet(g___g) -> shunt(gg__g) -> shirt(gg_gg) -> short(ggggg)
shout,3,salet(g___g) -> shunt(ggy_g) -> shout(ggggg)
shove,4,salet(g__y_) -> spire(g___g) -> shone(ggg_g) -> shove(ggggg)
shown,4,salet(g____) -> spunk(g__y_) -> swoon(gyg_g) -> shown(ggggg)
showy,4,salet(g____) -> spunk(g____) -> sword(gyg__) -> showy(ggggg)
shrew,4,salet(g__g_) -> sewer(g_ygy) -> screw(g_ggg) -> shrew(ggggg)
shrub,4,salet(g____) -> spunk(g_y__) -> scrub(g_ggg) -> shrub(ggggg)
shrug,4,salet(g____) -> spunk(g_y__) -> scrub(g_gg_) -> shrug(ggggg)
shuck,3,salet(g____) -> spunk(g_g_g) -> shuck(ggggg)
shunt,2,salet(g___g) -> shunt(ggggg)
shush,3,salet(g____) -> spunk(g_g__) -> shush(ggggg)
shyly,3,salet(g_y__) -> skill(g__g_) -> shyly(ggggg)
siege,3,salet(g__y_) -> spire(g_y_g) -> siege(ggggg)
sieve,4,salet(g__y_) -> spire(g_y_g) -> siege(ggg_g) -> sieve(ggggg)
sight,3,salet(g___g) -> shunt(gy__g) -> sight(ggggg)
sigma,3,salet(gy___) -> scamp(g_yg_) -> sigma(ggggg)
silky,2,salet(g_g__) -> silky(ggggg)
silly,3,salet(g_g__) -> silky(ggg_g) -> silly(ggggg)
since,4,salet(g__y_) -> spire(g_y_g) -> siege(gg__g) -> since(ggggg)
sinew,3,salet(g__g_) -> sewer(g_yg_) -> sinew(ggggg)
singe,4,salet(g__y_) -> spire(g_y_g) -> siege(gg_gg) -> singe(ggggg)
