secret,turns,path
patch,5,reast(__y_y) -> batty(_gg__) -> matlo(_gg__) -> watap(_gg_y) -> patch(ggggg)
patio,4,reast(__y_y) -> batty(_gg__) -> matlo(_gg_g) -> patio(ggggg)
patsy,2,reast(__ygy) -> patsy(ggggg)
patty,6,reast(__y_y) -> batty(_gggg) -> fatty(_gggg) -> tatty(_gggg) -> catty(_gggg) -> patty(ggggg)
pause,4,reast(_yyg_) -> amuse(y_ggg) -> cause(_gggg) -> pause(ggggg)
payee,4,reast(_yy__) -> angel(y__g_) -> cameo(_g_g_) -> payee(ggggg)
payer,4,reast(yyy__) -> wager(_g_gg) -> paler(gg_gg) -> payer(ggggg)
peace,4,reast(_gg__) -> leavy(_gg__) -> beach(_ggg_) -> peace(ggggg)
peach,4,reast(_gg__) -> leavy(_gg__) -> beach(_gggg) -> peach(ggggg)
pearl,3,reast(ygg__) -> leary(yggg_) -> pearl(ggggg)
pecan,3,reast(_gy__) -> pedal(gg_g_) -> pecan(ggggg)
pedal,2,reast(_gy__) -> pedal(ggggg)
penal,3,reast(_gy__) -> pedal(gg_gg) -> penal(ggggg)
pence,3,reast(_g___) -> henge(_gg_g) -> pence(ggggg)
penne,4,reast(_g___) -> henge(_gg_g) -> pence(ggg_g) -> penne(ggggg)
penny,4,reast(_g___) -> henge(_gg__) -> denim(_gg__) -> penny(ggggg)
perch,5,reast(yg___) -> lered(_gg__) -> merry(_gg__) -> heron(ygg__) -> perch(ggggg)
peril,3,reast(yg___) -> lered(ygg__) -> peril(ggggg)
perky,4,reast(yg___) -> lered(_gg__) -> merry(_gg_g) -> perky(ggggg)
pesky,3,reast(_g_y_) -> mense(_g_y_) -> pesky(ggggg)
pesto,3,reast(_g_yy) -> yetts(_g_gy) -> pesto(ggggg)
petal,2,reast(_gy_y) -> petal(ggggg)
petty,3,reast(_g__y) -> depth(_gyg_) -> petty(ggggg)
phase,2,reast(_ygg_) -> phase(ggggg)
phone,4,reast(_y___) -> clone(__ggg) -> ozone(__ggg) -> phone(ggggg)
phony,4,reast(_____) -> build(_____) -> choof(_gg__) -> phony(ggggg)
photo,3,reast(____y) -> ponty(gy_g_) -> photo(ggggg)
piano,3,reast(__g__) -> clank(__gg_) -> piano(ggggg)
picky,4,reast(_____) -> build(__y__) -> pinky(gg_gg) -> picky(ggggg)
piece,3,reast(_y___) -> clone(y___g) -> piece(ggggg)
piety,3,reast(_y__y) -> title(yg__y) -> piety(ggggg)
piggy,4,reast(_____) -> build(__y__) -> pinky(gg__g) -> piggy(ggggg)
pilot,4,reast(____g) -> flint(_yy_g) -> light(yg__g) -> pilot(ggggg)
pinch,4,reast(_____) -> build(__y__) -> pinky(ggg__) -> pinch(ggggg)
piney,4,reast(_y___) -> clone(___yy) -> yewen(y__gy) -> piney(ggggg)
pinky,3,reast(_____) -> build(__y__) -> pinky(ggggg)
pinto,3,reast(____y) -> ponty(gygg_) -> pinto(ggggg)
piper,3,reast(yy___) -> probe(gy__y) -> piper(ggggg)
pique,4,reast(_y___) -> clone(____g) -> budge(_y__g) -> pique(ggggg)
pitch,3,reast(____y) -> ponty(g__y_) -> pitch(ggggg)
pithy,3,reast(____y) -> ponty(g__yg) -> pithy(ggggg)
pivot,4,reast(____g) -> flint(__y_g) -> vomit(yy_yg) -> pivot(ggggg)
pixel,5,reast(_y___) -> clone(_y__y) -> wield(_gyy_) -> libel(_g_gg) -> pixel(ggggg)
pixie,4,reast(_y___) -> clone(____g) -> budge(____g) -> pixie(ggggg)
pizza,4,reast(__y__) -> monal(___y_) -> cadgy(_y___) -> pizza(ggggg)
place,4,reast(_yg__) -> glade(_gg_g) -> blame(_gg_g) -> place(ggggg)
plaid,4,reast(__g__) -> clank(_gg__) -> plaza(ggg__) -> plaid(ggggg)
plain,3,reast(__g__) -> clank(_ggy_) -> plain(ggggg)
plait,2,reast(__g_g) -> plait(ggggg)
plane,5,reast(_yg__) -> glade(_gg_g) -> blame(_gg_g) -> place(ggg_g) -> plane(ggggg)
plank,5,reast(__g__) -> clank(_gggg) -> flank(_gggg) -> blank(_gggg) -> plank(ggggg)
plant,3,reast(__g_g) -> plait(ggg_g) -> plant(ggggg)
plate,2,reast(_yg_y) -> plate(ggggg)
plaza,3,reast(__g__) -> clank(_gg__) -> plaza(ggggg)
plead,4,reast(_yy__) -> angel(y__yy) -> fable(_y_yy) -> plead(ggggg)
pleat,4,reast(_yy_g) -> cleat(_gggg) -> bleat(_gggg) -> pleat(ggggg)
plied,4,reast(_y___) -> clone(_g__y) -> bleed(_g_gg) -> plied(ggggg)
plier,4,reast(yy___) -> probe(gy__y) -> piper(gy_gg) -> plier(ggggg)
pluck,4,reast(_____) -> build(_y_y_) -> plunk(ggg_g) -> pluck(ggggg)
plumb,3,reast(_____) -> build(yy_y_) -> plumb(ggggg)
plume,4,reast(_y___) -> clone(_g__g) -> flume(_gggg) -> plume(ggggg)
plump,4,reast(_____) -> build(_y_y_) -> plunk(ggg__) -> plump(ggggg)
plunk,3,reast(_____) -> build(_y_y_) -> plunk(ggggg)
plush,3,reast(___g_) -> floss(_g_g_) -> plush(ggggg)
poesy,3,reast(_y_g_) -> close(__ygy) -> poesy(ggggg)
point,3,reast(____g) -> flint(__ggg) -> point(ggggg)
poise,3,reast(_y_g_) -> close(__ygg) -> poise(ggggg)
poker,4,reast(yy___) -> probe(gyy_y) -> power(gg_gg) -> poker(ggggg)
polar,4,reast(y_y__) -> carom(_yyy_) -> organ(yy_g_) -> polar(ggggg)
polka,3,reast(__y__) -> monal(_g_yy) -> polka(ggggg)
polyp,4,reast(_____) -> build(___y_) -> clown(_yy__) -> polyp(ggggg)
pooch,4,reast(_____) -> build(_____) -> choof(yygy_) -> pooch(ggggg)
poppy,4,reast(_____) -> build(_____) -> choof(__y__) -> poppy(ggggg)
porch,3,reast(y____) -> courd(yg_y_) -> porch(ggggg)
poser,3,reast(yy_y_) -> speir(yyy_g) -> poser(ggggg)
posit,4,reast(___yg) -> shunt(y___g) -> visit(__ggg) -> posit(ggggg)
posse,4,reast(_y_g_) -> close(__ygg) -> poise(gg_gg) -> posse(ggggg)
pouch,3,reast(_____) -> build(_y___) -> pouch(ggggg)
pound,5,reast(_____) -> build(_y__g) -> fumed(_y__g) -> hound(_gggg) -> pound(ggggg)
pouty,3,reast(____y) -> ponty(gg_gg) -> pouty(ggggg)
power,3,reast(yy___) -> probe(gyy_y) -> power(ggggg)
prank,4,reast(y_g__) -> drawn(_gg_y) -> franc(_ggg_) -> prank(ggggg)
prawn,4,reast(y_g__) -> drawn(_gggg) -> brawn(_gggg) -> prawn(ggggg)
preen,3,reast(yy___) -> probe(gg__y) -> preen(ggggg)
press,3,reast(yy_g_) -> prose(gg_gy) -> press(ggggg)
price,6,reast(yy___) -> probe(gg__g) -> prude(gg__g) -> prize(ggg_g) -> prime(ggg_g) -> price(ggggg)
prick,3,reast(y____) -> courd(y__y_) -> prick(ggggg)
pride,4,reast(yy___) -> probe(gg__g) -> prude(gg_gg) -> pride(ggggg)
pried,4,reast(yy___) -> probe(gg__y) -> preen(gg_g_) -> pried(ggggg)
prime,5,reast(yy___) -> probe(gg__g) -> prude(gg__g) -> prize(ggg_g) -> prime(ggggg)
primo,4,reast(y____) -> courd(_y_y_) -> grown(_gy__) -> primo(ggggg)
print,3,reast(y___g) -> bruit(_g_yg) -> print(ggggg)
prior,5,reast(y____) -> courd(_y_y_) -> grown(_gy__) -> primo(ggg_y) -> prior(ggggg)
prism,4,reast(y__g_) -> cursi(__ygy) -> frisk(_ggg_) -> prism(ggggg)
privy,5,reast(y____) -> courd(___y_) -> girly(_yy_g) -> briny(_gg_g) -> privy(ggggg)
prize,4,reast(yy___) -> probe(gg__g) -> prude(gg__g) -> prize(ggggg)
probe,2,reast(yy___) -> probe(ggggg)
prone,4,reast(yy___) -> probe(ggg_g) -> prove(ggg_g) -> prone(ggggg)
prong,4,reast(y____) -> courd(_y_y_) -> grown(ygg_y) -> prong(ggggg)
proof,5,reast(y____) -> courd(_y_y_) -> grown(_gg__) -> broom(_ggg_) -> proof(ggggg)
prose,2,reast(yy_g_) -> prose(ggggg)
proud,3,reast(y____) -> courd(_yyyg) -> proud(ggggg)
prove,3,reast(yy___) -> probe(ggg_g) -> prove(ggggg)
prowl,4,reast(y____) -> courd(_y_y_) -> grown(_ggg_) -> prowl(ggggg)
proxy,5,reast(y____) -> courd(_y_y_) -> grown(_gg__) -> broom(_gg__) -> proxy(ggggg)
prude,3,reast(yy___) -> probe(gg__g) -> prude(ggggg)
prune,4,reast(yy___) -> probe(gg__g) -> prude(ggg_g) -> prune(ggggg)
psalm,3,reast(__gy_) -> plans(gyg_y) -> psalm(ggggg)
pubic,3,reast(_____) -> build(ygy__) -> pubic(ggggg)
pudgy,4,reast(_____) -> build(_g__y) -> dummy(yg__g) -> pudgy(ggggg)
puffy,4,reast(_____) -> build(_g___) -> humph(_g_y_) -> puffy(ggggg)
pulpy,4,reast(_____) -> build(_g_y_) -> lumpy(yg_gg) -> pulpy(ggggg)
pulse,3,reast(_y_g_) -> close(_y_gg) -> pulse(ggggg)
punch,4,reast(_____) -> build(_g___) -> humph(_g_yg) -> punch(ggggg)
pupal,4,reast(__y__) -> monal(___gg) -> cabal(___gg) -> pupal(ggggg)
pupil,3,reast(_____) -> build(_gyy_) -> pupil(ggggg)
puppy,4,reast(_____) -> build(_g___) -> humph(_g_g_) -> puppy(ggggg)
puree,4,reast(yy___) -> probe(gy__g) -> purge(ggg_g) -> puree(ggggg)
purer,4,reast(yy___) -> probe(gy__y) -> piper(g__gg) -> purer(ggggg)
purge,3,reast(yy___) -> probe(gy__g) -> purge(ggggg)
purse,3,reast(yy_g_) -> prose(gy_gg) -> purse(ggggg)
pushy,4,reast(___y_) -> slunk(y_y__) -> music(_gg__) -> pushy(ggggg)
putty,3,reast(____y) -> ponty(g__gg) -> putty(ggggg)
pygmy,4,reast(_____) -> build(_____) -> choof(_____) -> pygmy(ggggg)
quack,3,reast(__g__) -> clank(y_g_g) -> quack(ggggg)
quail,4,reast(__g__) -> clank(_yg__) -> qualm(gggy_) -> quail(ggggg)
quake,4,reast(_yg__) -> glade(__g_g) -> awake(__ggg) -> quake(ggggg)
qualm,3,reast(__g__) -> clank(_yg__) -> qualm(ggggg)
quark,4,reast(y_g__) -> drawn(_yg__) -> claro(__gg_) -> quark(ggggg)
quart,4,reast(y_g_g) -> craft(_yg_g) -> apart(__ggg) -> quart(ggggg)
quash,4,reast(__gg_) -> slash(__ggg) -> awash(__ggg) -> quash(ggggg)
quasi,3,reast(__gg_) -> slash(__gg_) -> quasi(ggggg)
queen,4,reast(_y___) -> clone(___yy) -> yewen(_y_gg) -> queen(ggggg)
queer,4,reast(yy___) -> probe(_y__y) -> diner(___gg) -> queer(ggggg)
quell,4,reast(_y___) -> clone(_y__y) -> wield(__gg_) -> quell(ggggg)
query,4,reast(yy___) -> probe(_y__y) -> diner(___yy) -> query(ggggg)
quest,2,reast(_y_gg) -> quest(ggggg)
queue,4,reast(_y___) -> clone(____g) -> budge(_g__g) -> queue(ggggg)
quick,3,reast(_____) -> build(_gg__) -> quick(ggggg)
quiet,4,reast(_y__g) -> civet(_y_gg) -> inlet(y__gg) -> quiet(ggggg)
quill,3,reast(_____) -> build(_ggg_) -> quill(ggggg)
quilt,5,reast(____g) -> flint(_yg_g) -> built(_gggg) -> guilt(_gggg) -> quilt(ggggg)
quirk,4,reast(y____) -> courd(__yg_) -> furry(_g_g_) -> quirk(ggggg)
quite,4,reast(_y__y) -> title(yy__g) -> unite(y_ggg) -> quite(ggggg)
quota,3,reast(__y_y) -> batty(_y_g_) -> quota(ggggg)
quote,4,reast(_y__y) -> title(y___g) -> chute(__ygg) -> quote(ggggg)
quoth,4,reast(____y) -> ponty(_y_g_) -> cloth(__ggg) -> quoth(ggggg)
rabbi,3,reast(g_y__) -> ranid(gg_y_) -> rabbi(ggggg)
rabid,4,reast(g_y__) -> ranid(gg_gg) -> rapid(gg_gg) -> rabid(ggggg)
racer,2,reast(gyy__) -> racer(ggggg)
radar,3,reast(g_y__) -> ranid(gg__y) -> radar(ggggg)
radii,4,reast(g_y__) -> ranid(gg_gy) -> radio(gggg_) -> radii(ggggg)
radio,3,reast(g_y__) -> ranid(gg_gy) -> radio(ggggg)
rainy,3,reast(g_y__) -> ranid(ggyy_) -> rainy(ggggg)
raise,2,reast(gyyg_) -> raise(ggggg)
rajah,4,reast(g_y__) -> ranid(gg___) -> ralph(gg__g) -> rajah(ggggg)
rally,4,reast(g_y__) -> ranid(gg___) -> ralph(ggg__) -> rally(ggggg)
ralph,3,reast(g_y__) -> ranid(gg___) -> ralph(ggggg)
ramen,3,reast(gyy__) -> racer(gg_g_) -> ramen(ggggg)
ranch,3,reast(g_y__) -> ranid(ggg__) -> ranch(ggggg)
randy,3,reast(g_y__) -> ranid(ggg_y) -> randy(ggggg)
range,3,reast(gyy__) -> racer(gg_y_) -> range(ggggg)
rapid,3,reast(g_y__) -> ranid(gg_gg) -> rapid(ggggg)
rarer,3,reast(gyy__) -> racer(gg_gg) -> rarer(ggggg)
raspy,2,reast(g_yy_) -> raspy(ggggg)
ratio,3,reast(g_y_y) -> ratty(ggg__) -> ratio(ggggg)
ratty,2,reast(g_y_y) -> ratty(ggggg)
raven,4,reast(gyy__) -> racer(gg_g_) -> ramen(gg_gg) -> raven(ggggg)
rayon,3,reast(g_y__) -> ranid(ggy__) -> rayon(ggggg)
razor,4,reast(g_y__) -> ranid(gg___) -> ralph(gg___) -> razor(ggggg)
reach,4,reast(ggg__) -> rearm(ggg__) -> ready(ggg__) -> reach(ggggg)
react,2,reast(ggg_g) -> react(ggggg)
ready,3,reast(ggg__) -> rearm(ggg__) -> ready(ggggg)
realm,3,reast(ggg__) -> rearm(ggg_g) -> realm(ggggg)
rearm,2,reast(ggg__) -> rearm(ggggg)
rebar,3,reast(ggy__) -> relay(gg_g_) -> rebar(ggggg)
rebel,4,reast(gg___) -> revel(gg_gg) -> repel(gg_gg) -> rebel(ggggg)
rebus,3,reast(gg_y_) -> resin(ggy__) -> rebus(ggggg)
rebut,3,reast(gg__g) -> remit(gg__g) -> rebut(ggggg)
recap,4,reast(ggy__) -> relay(gg_g_) -> rebar(gg_g_) -> recap(ggggg)
recur,4,reast(gg___) -> revel(gg___) -> reign(gg___) -> recur(ggggg)
recut,4,reast(gg__g) -> remit(gg__g) -> rebut(gg_gg) -> recut(ggggg)
reedy,3,reast(gg___) -> revel(gg_y_) -> reedy(ggggg)
refer,3,reast(gg___) -> revel(gg_g_) -> refer(ggggg)
refit,3,reast(gg__g) -> remit(gg_gg) -> refit(ggggg)
regal,3,reast(ggy__) -> relay(ggyg_) -> regal(ggggg)
rehab,4,reast(ggy__) -> relay(gg_g_) -> rebar(ggyg_) -> rehab(ggggg)
reign,3,reast(gg___) -> revel(gg___) -> reign(ggggg)
relax,3,reast(ggy__) -> relay(gggg_) -> relax(ggggg)
relay,2,reast(ggy__) -> relay(ggggg)
relic,4,reast(gg___) -> revel(gg__y) -> reply(gg_y_) -> relic(ggggg)
remit,2,reast(gg__g) -> remit(ggggg)
renal,4,reast(ggy__) -> relay(ggyg_) -> regal(gg_gg) -> renal(ggggg)
renew,4,reast(gg___) -> revel(gg_g_) -> refer(gg_g_) -> renew(ggggg)
repay,3,reast(ggy__) -> relay(gg_gg) -> repay(ggggg)
repel,3,reast(gg___) -> revel(gg_gg) -> repel(ggggg)
reply,3,reast(gg___) -> revel(gg__y) -> reply(ggggg)
rerun,4,reast(gg___) -> revel(gg___) -> reign(gg__g) -> rerun(ggggg)
reset,2,reast(gg_yg) -> reset(ggggg)
resin,2,reast(gg_y_) -> resin(ggggg)
retch,3,reast(gg__y) -> retry(ggg__) -> retch(ggggg)
retro,3,reast(gg__y) -> retry(gggg_) -> retro(ggggg)
retry,2,reast(gg__y) -> retry(ggggg)
reuse,2,reast(gg_g_) -> reuse(ggggg)
revel,2,reast(gg___) -> revel(ggggg)
revue,3,reast(gg___) -> revel(gggy_) -> revue(ggggg)
rhino,3,reast(g____) -> round(gy_g_) -> rhino(ggggg)
rhyme,3,reast(gy___) -> ridge(g___g) -> rhyme(ggggg)
rider,3,reast(gy___) -> ridge(ggg_y) -> rider(ggggg)
ridge,2,reast(gy___) -> ridge(ggggg)
rifle,3,reast(gy___) -> ridge(gg__g) -> rifle(ggggg)
right,3,reast(g___g) -> robot(g___g) -> right(ggggg)
rigid,3,reast(g____) -> round(g___g) -> rigid(ggggg)
rigor,3,reast(g____) -> round(gy___) -> rigor(ggggg)
rinse,2,reast(gy_g_) -> rinse(ggggg)
ripen,3,reast(gy___) -> ridge(gg__y) -> ripen(ggggg)
riper,4,reast(gy___) -> ridge(gg__y) -> ripen(gggg_) -> riper(ggggg)
risen,3,reast(gy_y_) -> riser(gggg_) -> risen(ggggg)
riser,2,reast(gy_y_) -> riser(ggggg)
risky,2,reast(g__y_) -> risky(ggggg)
rival,3,reast(g_y__) -> ranid(gy_y_) -> rival(ggggg)
river,4,reast(gy___) -> ridge(gg__y) -> ripen(gg_g_) -> river(ggggg)
rivet,2,reast(gy__g) -> rivet(ggggg)
roach,2,reast(g_g__) -> roach(ggggg)
roast,2,reast(g_ggg) -> roast(ggggg)
robin,3,reast(g____) -> round(gg_y_) -> robin(ggggg)
robot,2,reast(g___g) -> robot(ggggg)
rocky,3,reast(g____) -> round(gg___) -> rocky(ggggg)
rodeo,4,reast(gy___) -> ridge(g_g_y) -> ruder(g_gg_) -> rodeo(ggggg)
roger,3,reast(gy___) -> ridge(g__yy) -> roger(ggggg)
rogue,3,reast(gy___) -> ridge(g__yg) -> rogue(ggggg)
roomy,4,reast(g____) -> round(gg___) -> rocky(gg__g) -> roomy(ggggg)
roost,2,reast(g__gg) -> roost(ggggg)
rotor,2,reast(g___y) -> rotor(ggggg)
rouge,3,reast(gy___) -> ridge(g__gg) -> rouge(ggggg)
rough,3,reast(g____) -> round(ggg__) -> rough(ggggg)
round,2,reast(g____) -> round(ggggg)
rouse,3,reast(gy_g_) -> rinse(g__gg) -> rouse(ggggg)
route,2,reast(gy__y) -> route(ggggg)
rover,4,reast(gy___) -> ridge(g___y) -> rower(gg_gg) -> rover(ggggg)
rowdy,3,reast(g____) -> round(gg__y) -> rowdy(ggggg)
rower,3,reast(gy___) -> ridge(g___y) -> rower(ggggg)
royal,4,reast(g_y__) -> ranid(gy___) -> rumba(g___y) -> royal(ggggg)
ruddy,3,reast(g____) -> round(g_y_y) -> ruddy(ggggg)
ruder,3,reast(gy___) -> ridge(g_g_y) -> ruder(ggggg)
rugby,3,reast(g____) -> round(g_y__) -> rugby(ggggg)
ruler,4,reast(gy___) -> ridge(g___y) -> rower(g__gg) -> ruler(ggggg)
rumba,3,reast(g_y__) -> ranid(gy___) -> rumba(ggggg)
rumor,3,reast(g____) -> round(gyy__) -> rumor(ggggg)
rupee,4,reast(gy___) -> ridge(g___g) -> rhyme(g___g) -> rupee(ggggg)
rural,4,reast(g_y__) -> ranid(gy___) -> rumba(gg__y) -> rural(ggggg)
rusty,2,reast(g__yy) -> rusty(ggggg)
sadly,3,reast(__yy_) -> solan(g_yy_) -> sadly(ggggg)
safer,4,reast(yyyy_) -> shear(g_yyg) -> saner(gg_gg) -> safer(ggggg)
saint,3,reast(__yyg) -> splat(g__yg) -> saint(ggggg)
salad,3,reast(__yy_) -> solan(g_gg_) -> salad(ggggg)
sally,3,reast(__yy_) -> solan(g_gy_) -> sally(ggggg)
salon,3,reast(__yy_) -> solan(gygyg) -> salon(ggggg)
salsa,3,reast(__yg_) -> lassi(ygyg_) -> salsa(ggggg)
salty,4,reast(__yyy) -> tansy(yg_yg) -> pasty(_gygg) -> salty(ggggg)
salve,3,reast(_yyy_) -> slane(gyy_g) -> salve(ggggg)
salvo,3,reast(__yy_) -> solan(gygy_) -> salvo(ggggg)
sandy,4,reast(__yy_) -> solan(g__yy) -> sauna(gg_y_) -> sandy(ggggg)
saner,3,reast(yyyy_) -> shear(g_yyg) -> saner(ggggg)
sappy,4,reast(__yy_) -> solan(g__y_) -> spica(gy__y) -> sappy(ggggg)
sassy,3,reast(__yg_) -> lassi(_ggg_) -> sassy(ggggg)
satin,3,reast(__yyy) -> tansy(ygyy_) -> satin(ggggg)
satyr,2,reast(y_yyy) -> satyr(ggggg)
sauce,3,reast(_yyy_) -> slane(g_y_g) -> sauce(ggggg)
saucy,4,reast(__yy_) -> solan(g__y_) -> spica(g__gy) -> saucy(ggggg)
sauna,3,reast(__yy_) -> solan(g__yy) -> sauna(ggggg)
saute,4,reast(_yyyy) -> tabes(yg_yy) -> caste(_gygg) -> saute(ggggg)
savor,3,reast(y_yy_) -> sprag(g_yy_) -> savor(ggggg)
savoy,3,reast(__yy_) -> solan(gy_y_) -> savoy(ggggg)
savvy,4,reast(__yy_) -> solan(g__y_) -> spica(g___y) -> savvy(ggggg)
scald,3,reast(__gy_) -> plans(_yg_y) -> scald(ggggg)
scale,4,reast(_ygy_) -> slave(gyg_g) -> shale(g_ggg) -> scale(ggggg)
scalp,3,reast(__gy_) -> plans(yyg_y) -> scalp(ggggg)
scaly,4,reast(__gy_) -> plans(_yg_y) -> scald(gggg_) -> scaly(ggggg)
scamp,4,reast(__gy_) -> plans(y_g_y) -> swamp(g_ggg) -> scamp(ggggg)
scant,3,reast(__gyg) -> shalt(g_g_g) -> scant(ggggg)
scare,5,reast(yygy_) -> snare(g_ggg) -> spare(g_ggg) -> share(g_ggg) -> scare(ggggg)
scarf,4,reast(y_gy_) -> sharp(g_gg_) -> scary(gggg_) -> scarf(ggggg)
scary,3,reast(y_gy_) -> sharp(g_gg_) -> scary(ggggg)
scene,3,reast(_y_y_) -> spine(g__gg) -> scene(ggggg)
scent,4,reast(_y_yg) -> slept(g_g_g) -> sweet(g_g_g) -> scent(ggggg)
scion,4,reast(___y_) -> slunk(g__y_) -> spoon(g__gg) -> scion(ggggg)
scoff,4,reast(___y_) -> slunk(g____) -> swoop(g_g__) -> scoff(ggggg)
scold,4,reast(___y_) -> slunk(gy___) -> spoil(g_g_y) -> scold(ggggg)
scone,4,reast(_y_y_) -> spine(g__gg) -> scene(gg_gg) -> scone(ggggg)
scoop,4,reast(___y_) -> slunk(g____) -> swoop(g_ggg) -> scoop(ggggg)
scope,4,reast(_y_y_) -> spine(gy__g) -> slope(g_ggg) -> scope(ggggg)
score,4,reast(yy_y_) -> speir(g_y_y) -> shrew(g_yy_) -> score(ggggg)
scorn,4,reast(y__y_) -> shorl(g_gg_) -> sworn(g_ggg) -> scorn(ggggg)
scour,3,reast(y__y_) -> shorl(g_gy_) -> scour(ggggg)
scout,3,reast(___yg) -> shunt(g_y_g) -> scout(ggggg)
scowl,4,reast(___y_) -> slunk(gy___) -> spoil(g_g_g) -> scowl(ggggg)
scram,3,reast(y_yy_) -> sprag(g_gg_) -> scram(ggggg)
scrap,3,reast(y_yy_) -> sprag(gygg_) -> scrap(ggggg)
scree,4,reast(yy_y_) -> speir(g_y_y) -> shrew(g_gg_) -> scree(ggggg)
screw,4,reast(yy_y_) -> speir(g_y_y) -> shrew(g_ggg) -> screw(ggggg)
scrub,4,reast(y__y_) -> shorl(g__y_) -> scrum(gggg_) -> scrub(ggggg)
scrum,3,reast(y__y_) -> shorl(g__y_) -> scrum(ggggg)
scuba,4,reast(__yy_) -> solan(g__y_) -> spica(g__yg) -> scuba(ggggg)
sedan,3,reast(_gyy_) -> sepia(gg__y) -> sedan(ggggg)
seedy,3,reast(_g_y_) -> mense(_g_yy) -> seedy(ggggg)
segue,4,reast(_g_y_) -> mense(_g_yg) -> seize(gg__g) -> segue(ggggg)
seize,3,reast(_g_y_) -> mense(_g_yg) -> seize(ggggg)
semen,3,reast(_g_y_) -> mense(ygyyy) -> semen(ggggg)
sense,3,reast(_g_g_) -> dense(_gggg) -> sense(ggggg)
sepia,2,reast(_gyy_) -> sepia(ggggg)
serif,3,reast(yg_y_) -> sewer(gg__y) -> serif(ggggg)
serum,4,reast(yg_y_) -> sewer(gg__y) -> serif(ggg__) -> serum(ggggg)
serve,3,reast(yg_y_) -> sewer(gg_yy) -> serve(ggggg)
setup,3,reast(_g_yy) -> yetts(_gg_y) -> setup(ggggg)
seven,3,reast(_g_y_) -> mense(_gyyy) -> seven(ggggg)
sever,3,reast(yg_y_) -> sewer(gg_gg) -> sever(ggggg)
sewer,2,reast(yg_y_) -> sewer(ggggg)
shack,4,reast(__gy_) -> plans(__g_y) -> smack(g_ggg) -> shack(ggggg)
shade,4,reast(_ygy_) -> slave(g_g_g) -> spade(g_ggg) -> shade(ggggg)
shady,4,reast(__gy_) -> plans(__g_y) -> smack(g_g__) -> shady(ggggg)
shaft,3,reast(__gyg) -> shalt(ggg_g) -> shaft(ggggg)
shake,5,reast(_ygy_) -> slave(g_g_g) -> spade(g_g_g) -> snake(g_ggg) -> shake(ggggg)
shaky,4,reast(__gy_) -> plans(__g_y) -> smack(g_g_y) -> shaky(ggggg)
shale,3,reast(_ygy_) -> slave(gyg_g) -> shale(ggggg)
shall,5,reast(__gy_) -> plans(_yg_y) -> scald(g_gg_) -> small(g_ggg) -> shall(ggggg)
shalt,2,reast(__gyg) -> shalt(ggggg)
shame,5,reast(_ygy_) -> slave(g_g_g) -> spade(g_g_g) -> snake(g_g_g) -> shame(ggggg)
shank,3,reast(__gy_) -> plans(__ggy) -> shank(ggggg)
shape,4,reast(_ygy_) -> slave(g_g_g) -> spade(gyg_g) -> shape(ggggg)
shard,3,reast(y_gy_) -> sharp(gggg_) -> shard(ggggg)
share,4,reast(yygy_) -> snare(g_ggg) -> spare(g_ggg) -> share(ggggg)
shark,4,reast(y_gy_) -> sharp(gggg_) -> shard(gggg_) -> shark(ggggg)
sharp,2,reast(y_gy_) -> sharp(ggggg)
shave,4,reast(_ygy_) -> slave(g_ggg) -> suave(g_ggg) -> shave(ggggg)
shawl,4,reast(__gy_) -> plans(_yg_y) -> scald(g_gy_) -> shawl(ggggg)
shear,2,reast(yyyy_) -> shear(ggggg)
sheen,3,reast(_y_y_) -> spine(g__yy) -> sheen(ggggg)
sheep,4,reast(_y_y_) -> spine(gy__y) -> shlep(gg_gg) -> sheep(ggggg)
sheer,4,reast(yy_y_) -> speir(g_g_g) -> sneer(g_ggg) -> sheer(ggggg)
sheet,4,reast(_y_yg) -> slept(g_g_g) -> sweet(g_ggg) -> sheet(ggggg)
sheik,3,reast(_y_y_) -> spine(g_y_y) -> sheik(ggggg)
shelf,4,reast(_y_y_) -> spine(g___y) -> shell(gggg_) -> shelf(ggggg)
shell,3,reast(_y_y_) -> spine(g___y) -> shell(ggggg)
shied,3,reast(_y_y_) -> spine(g_g_y) -> shied(ggggg)
shift,4,reast(___yg) -> shunt(gg__g) -> shoot(gg__g) -> shift(ggggg)
shine,3,reast(_y_y_) -> spine(g_ggg) -> shine(ggggg)
shiny,4,reast(___y_) -> slunk(g__g_) -> spiny(g_ggg) -> shiny(ggggg)
shire,3,reast(yy_y_) -> speir(g_yyy) -> shire(ggggg)
shirk,3,reast(y__y_) -> shorl(gg_g_) -> shirk(ggggg)
shirt,3,reast(y__yg) -> short(gg_gg) -> shirt(ggggg)
shoal,3,reast(__yy_) -> solan(gyyg_) -> shoal(ggggg)
shock,3,reast(___y_) -> slunk(g___g) -> shock(ggggg)
shone,4,reast(_y_y_) -> spine(g__gg) -> scene(g__gg) -> shone(ggggg)
shook,4,reast(___y_) -> slunk(g___g) -> shock(ggg_g) -> shook(ggggg)
shoot,3,reast(___yg) -> shunt(gg__g) -> shoot(ggggg)
shore,4,reast(yy_y_) -> speir(g_y_y) -> shrew(ggyy_) -> shore(ggggg)
shorn,3,reast(y__y_) -> shorl(gggg_) -> shorn(ggggg)
